Steps,FloorsNum,PeopleNum,Brain,Max people on floor,liftNum
994505,99,505,lift.main.ImprovedBrain,10,1
136810,71,215,lift.main.ImprovedBrain,7,1
2836888,51,1185,lift.main.ImprovedBrain,35,1
5151776,89,1205,lift.main.ImprovedBrain,22,1
993953,47,715,lift.main.ImprovedBrain,26,1
66956,5,555,lift.main.ImprovedBrain,124,1
3272573,109,875,lift.main.ImprovedBrain,16,1
7725261,121,1285,lift.main.ImprovedBrain,19,1
82792,157,115,lift.main.ImprovedBrain,4,1
2251892,43,1115,lift.main.ImprovedBrain,41,1
4453444,117,985,lift.main.ImprovedBrain,19,1
1566300,79,705,lift.main.ImprovedBrain,15,1
13996,13,165,lift.main.ImprovedBrain,17,1
1294093,163,455,lift.main.ImprovedBrain,8,1
196525,47,325,lift.main.ImprovedBrain,13,1
1454033,29,1135,lift.main.ImprovedBrain,55,1
369725,13,825,lift.main.ImprovedBrain,72,1
128802,9,595,lift.main.ImprovedBrain,77,1
68841,131,115,lift.main.ImprovedBrain,4,1
83859,17,355,lift.main.ImprovedBrain,29,1
5381644,111,1105,lift.main.ImprovedBrain,21,1
2950414,51,1185,lift.main.ImprovedBrain,37,1
401867,113,295,lift.main.ImprovedBrain,7,1
362635,61,395,lift.main.ImprovedBrain,12,1
123798,61,215,lift.main.ImprovedBrain,7,1
2825885,41,1305,lift.main.ImprovedBrain,44,1
110939,49,225,lift.main.ImprovedBrain,11,1
7156848,127,1165,lift.main.ImprovedBrain,21,1
1780613,47,935,lift.main.ImprovedBrain,28,1
2821732,49,1215,lift.main.ImprovedBrain,35,1
8104900,159,1125,lift.main.ImprovedBrain,14,1
1266462,43,855,lift.main.ImprovedBrain,28,1
2814517,123,745,lift.main.ImprovedBrain,13,1
389702,41,475,lift.main.ImprovedBrain,21,1
2244619,101,745,lift.main.ImprovedBrain,15,1
469537,7,1255,lift.main.ImprovedBrain,199,1
1207232,67,675,lift.main.ImprovedBrain,20,1
7792970,159,1125,lift.main.ImprovedBrain,16,1
299218,13,715,lift.main.ImprovedBrain,70,1
3080074,153,705,lift.main.ImprovedBrain,12,1
2473487,143,665,lift.main.ImprovedBrain,10,1
5671348,159,925,lift.main.ImprovedBrain,13,1
2190371,39,1175,lift.main.ImprovedBrain,45,1
3975320,83,1095,lift.main.ImprovedBrain,22,1
948159,21,1045,lift.main.ImprovedBrain,76,1
290410,11,805,lift.main.ImprovedBrain,85,1
3843866,81,1095,lift.main.ImprovedBrain,21,1
1323879,29,1085,lift.main.ImprovedBrain,49,1
235669,31,445,lift.main.ImprovedBrain,22,1
1488397,99,605,lift.main.ImprovedBrain,15,1
2921084,89,915,lift.main.ImprovedBrain,21,1
3421148,149,735,lift.main.ImprovedBrain,11,1
1946871,113,645,lift.main.ImprovedBrain,13,1
986731,95,505,lift.main.ImprovedBrain,11,1
572794,45,575,lift.main.ImprovedBrain,21,1
2562778,139,685,lift.main.ImprovedBrain,12,1
220766,33,395,lift.main.ImprovedBrain,23,1
884421,113,425,lift.main.ImprovedBrain,9,1
8883376,161,1145,lift.main.ImprovedBrain,13,1
347406,51,405,lift.main.ImprovedBrain,14,1
3004675,135,745,lift.main.ImprovedBrain,17,1
7007443,125,1205,lift.main.ImprovedBrain,19,1
91256,167,115,lift.main.ImprovedBrain,4,1
1567831,63,795,lift.main.ImprovedBrain,23,1
2791035,77,975,lift.main.ImprovedBrain,24,1
496227,45,515,lift.main.ImprovedBrain,19,1
2946728,63,1065,lift.main.ImprovedBrain,27,1
3747442,135,855,lift.main.ImprovedBrain,13,1
487913,71,405,lift.main.ImprovedBrain,11,1
346968,17,695,lift.main.ImprovedBrain,48,1
345837,15,755,lift.main.ImprovedBrain,67,1
40753,13,275,lift.main.ImprovedBrain,26,1
581177,17,945,lift.main.ImprovedBrain,72,1
123082,75,195,lift.main.ImprovedBrain,9,1
633977,57,545,lift.main.ImprovedBrain,17,1
123719,15,435,lift.main.ImprovedBrain,40,1
142973,49,275,lift.main.ImprovedBrain,10,1
750907,69,515,lift.main.ImprovedBrain,15,1
27270,59,105,lift.main.ImprovedBrain,6,1
870589,45,685,lift.main.ImprovedBrain,24,1
4846659,81,1255,lift.main.ImprovedBrain,26,1
2925521,61,1115,lift.main.ImprovedBrain,24,1
4955521,119,1005,lift.main.ImprovedBrain,15,1
166298,53,275,lift.main.ImprovedBrain,10,1
1076975,119,465,lift.main.ImprovedBrain,9,1
7589475,133,1205,lift.main.ImprovedBrain,18,1
1450944,41,955,lift.main.ImprovedBrain,34,1
3408972,71,1125,lift.main.ImprovedBrain,30,1
1248271,79,635,lift.main.ImprovedBrain,15,1
8252448,141,1205,lift.main.ImprovedBrain,16,1
2358382,121,695,lift.main.ImprovedBrain,12,1
10297011,153,1275,lift.main.ImprovedBrain,16,1
7330245,159,1075,lift.main.ImprovedBrain,17,1
3307702,79,1055,lift.main.ImprovedBrain,22,1
5543599,129,1035,lift.main.ImprovedBrain,18,1
255872,97,265,lift.main.ImprovedBrain,9,1
588038,47,565,lift.main.ImprovedBrain,23,1
4805119,97,1075,lift.main.ImprovedBrain,23,1
2247013,77,855,lift.main.ImprovedBrain,25,1
689465,151,345,lift.main.ImprovedBrain,8,1
6786822,133,1155,lift.main.ImprovedBrain,17,1
13938,99,55,lift.main.ImprovedBrain,3,1
3024142,85,945,lift.main.ImprovedBrain,19,1
364416,15,745,lift.main.ImprovedBrain,69,1
959391,139,425,lift.main.ImprovedBrain,8,1
1187629,103,525,lift.main.ImprovedBrain,12,1
284636,9,855,lift.main.ImprovedBrain,106,1
715288,137,365,lift.main.ImprovedBrain,8,1
37913,159,75,lift.main.ImprovedBrain,3,1
254,11,25,lift.main.ImprovedBrain,6,1
4128724,121,925,lift.main.ImprovedBrain,18,1
1467127,123,555,lift.main.ImprovedBrain,10,1
284415,153,205,lift.main.ImprovedBrain,4,1
448782,53,455,lift.main.ImprovedBrain,14,1
1912007,127,635,lift.main.ImprovedBrain,11,1
8821265,165,1165,lift.main.ImprovedBrain,16,1
1287013,95,585,lift.main.ImprovedBrain,11,1
6595208,137,1095,lift.main.ImprovedBrain,15,1
124404,43,255,lift.main.ImprovedBrain,11,1
1698840,67,795,lift.main.ImprovedBrain,21,1
2685470,145,685,lift.main.ImprovedBrain,12,1
2315782,143,625,lift.main.ImprovedBrain,9,1
16454,15,165,lift.main.ImprovedBrain,18,1
1904285,31,1245,lift.main.ImprovedBrain,53,1
3918046,75,1155,lift.main.ImprovedBrain,26,1
1854711,99,665,lift.main.ImprovedBrain,12,1
1662218,133,555,lift.main.ImprovedBrain,9,1
1549632,133,545,lift.main.ImprovedBrain,10,1
11076,43,75,lift.main.ImprovedBrain,4,1
27864,135,75,lift.main.ImprovedBrain,3,1
468952,7,1255,lift.main.ImprovedBrain,190,1
2791136,101,825,lift.main.ImprovedBrain,17,1
133088,15,475,lift.main.ImprovedBrain,40,1
3191796,53,1235,lift.main.ImprovedBrain,39,1
3486172,107,905,lift.main.ImprovedBrain,14,1
310393,7,1015,lift.main.ImprovedBrain,161,1
1229686,127,485,lift.main.ImprovedBrain,10,1
1183315,17,1305,lift.main.ImprovedBrain,94,1
6600635,117,1195,lift.main.ImprovedBrain,19,1
4171001,127,895,lift.main.ImprovedBrain,15,1
6460467,125,1135,lift.main.ImprovedBrain,16,1
1926811,77,775,lift.main.ImprovedBrain,20,1
744942,29,795,lift.main.ImprovedBrain,46,1
9888,61,65,lift.main.ImprovedBrain,5,1
172186,97,205,lift.main.ImprovedBrain,6,1
8543077,147,1225,lift.main.ImprovedBrain,18,1
338877,39,465,lift.main.ImprovedBrain,21,1
2455723,67,965,lift.main.ImprovedBrain,24,1
1520957,115,555,lift.main.ImprovedBrain,14,1
176428,115,195,lift.main.ImprovedBrain,5,1
4554310,165,815,lift.main.ImprovedBrain,14,1
33989,47,135,lift.main.ImprovedBrain,6,1
781327,117,415,lift.main.ImprovedBrain,11,1
2043019,105,675,lift.main.ImprovedBrain,16,1
2542958,115,725,lift.main.ImprovedBrain,12,1
633294,159,315,lift.main.ImprovedBrain,7,1
338171,51,395,lift.main.ImprovedBrain,14,1
4958498,87,1195,lift.main.ImprovedBrain,25,1
2257918,41,1155,lift.main.ImprovedBrain,41,1
7885123,139,1205,lift.main.ImprovedBrain,18,1
91772,143,125,lift.main.ImprovedBrain,4,1
376434,25,595,lift.main.ImprovedBrain,34,1
396602,69,355,lift.main.ImprovedBrain,12,1
824896,81,495,lift.main.ImprovedBrain,13,1
650341,75,465,lift.main.ImprovedBrain,13,1
7264,25,85,lift.main.ImprovedBrain,7,1
2934728,101,835,lift.main.ImprovedBrain,16,1
2873003,65,1035,lift.main.ImprovedBrain,24,1
230738,129,205,lift.main.ImprovedBrain,5,1
82864,79,145,lift.main.ImprovedBrain,4,1
5470097,137,995,lift.main.ImprovedBrain,16,1
150260,115,175,lift.main.ImprovedBrain,5,1
414490,43,495,lift.main.ImprovedBrain,17,1
20758,5,305,lift.main.ImprovedBrain,72,1
5880409,123,1075,lift.main.ImprovedBrain,15,1
2299833,49,1045,lift.main.ImprovedBrain,35,1
1201123,21,1185,lift.main.ImprovedBrain,71,1
2228665,99,735,lift.main.ImprovedBrain,13,1
1194566,37,885,lift.main.ImprovedBrain,39,1
742402,35,715,lift.main.ImprovedBrain,28,1
308723,77,335,lift.main.ImprovedBrain,10,1
241300,35,425,lift.main.ImprovedBrain,19,1
1419536,29,1095,lift.main.ImprovedBrain,51,1
631628,163,305,lift.main.ImprovedBrain,5,1
192461,131,175,lift.main.ImprovedBrain,5,1
1114329,19,1195,lift.main.ImprovedBrain,77,1
8164544,117,1295,lift.main.ImprovedBrain,22,1
1037238,143,435,lift.main.ImprovedBrain,11,1
5621,103,35,lift.main.ImprovedBrain,2,1
3718740,161,785,lift.main.ImprovedBrain,12,1
8951884,143,1285,lift.main.ImprovedBrain,16,1
21534,63,95,lift.main.ImprovedBrain,4,1
179276,51,305,lift.main.ImprovedBrain,14,1
5325656,153,925,lift.main.ImprovedBrain,15,1
1601630,107,605,lift.main.ImprovedBrain,12,1
8939244,153,1245,lift.main.ImprovedBrain,16,1
1834360,153,545,lift.main.ImprovedBrain,8,1
426963,71,375,lift.main.ImprovedBrain,10,1
6226689,101,1265,lift.main.ImprovedBrain,23,1
7062070,123,1205,lift.main.ImprovedBrain,22,1
1105,5,75,lift.main.ImprovedBrain,17,1
268820,17,635,lift.main.ImprovedBrain,46,1
148971,91,195,lift.main.ImprovedBrain,5,1
253912,43,375,lift.main.ImprovedBrain,14,1
95,7,15,lift.main.ImprovedBrain,5,1
497626,19,775,lift.main.ImprovedBrain,57,1
3549136,69,1125,lift.main.ImprovedBrain,26,1
4889284,155,895,lift.main.ImprovedBrain,12,1
367525,155,245,lift.main.ImprovedBrain,6,1
528275,41,545,lift.main.ImprovedBrain,24,1
6584491,111,1195,lift.main.ImprovedBrain,20,1
2147,155,15,lift.main.ImprovedBrain,1,1
26019,65,95,lift.main.ImprovedBrain,4,1
550070,11,1105,lift.main.ImprovedBrain,118,1
13505,69,65,lift.main.ImprovedBrain,4,1
44495,5,455,lift.main.ImprovedBrain,94,1
3820401,53,1305,lift.main.ImprovedBrain,40,1
808552,59,585,lift.main.ImprovedBrain,16,1
1127348,123,465,lift.main.ImprovedBrain,9,1
3435868,65,1155,lift.main.ImprovedBrain,31,1
154436,29,345,lift.main.ImprovedBrain,20,1
1800528,111,665,lift.main.ImprovedBrain,16,1
1224015,83,605,lift.main.ImprovedBrain,13,1
1665926,133,555,lift.main.ImprovedBrain,11,1
4304746,127,925,lift.main.ImprovedBrain,16,1
1867410,167,535,lift.main.ImprovedBrain,9,1
79424,117,125,lift.main.ImprovedBrain,4,1
178650,23,435,lift.main.ImprovedBrain,25,1
1225115,123,495,lift.main.ImprovedBrain,11,1
3796368,139,845,lift.main.ImprovedBrain,16,1
1786642,97,685,lift.main.ImprovedBrain,17,1
6816879,121,1165,lift.main.ImprovedBrain,18,1
984245,69,585,lift.main.ImprovedBrain,16,1
5525118,83,1285,lift.main.ImprovedBrain,24,1
223288,23,485,lift.main.ImprovedBrain,26,1
2539387,69,965,lift.main.ImprovedBrain,25,1
4100513,113,935,lift.main.ImprovedBrain,17,1
15954,31,105,lift.main.ImprovedBrain,6,1
22892,33,125,lift.main.ImprovedBrain,7,1
895935,31,845,lift.main.ImprovedBrain,34,1
651255,45,605,lift.main.ImprovedBrain,22,1
35214,19,205,lift.main.ImprovedBrain,16,1
671668,95,405,lift.main.ImprovedBrain,10,1
5774780,89,1275,lift.main.ImprovedBrain,23,1
58364,111,115,lift.main.ImprovedBrain,5,1
1858296,147,575,lift.main.ImprovedBrain,10,1
1243729,69,655,lift.main.ImprovedBrain,16,1
7163,9,135,lift.main.ImprovedBrain,22,1
756534,149,365,lift.main.ImprovedBrain,8,1
505080,15,905,lift.main.ImprovedBrain,79,1
264509,155,205,lift.main.ImprovedBrain,7,1
709428,133,355,lift.main.ImprovedBrain,8,1
49472,65,145,lift.main.ImprovedBrain,5,1
54348,157,95,lift.main.ImprovedBrain,4,1
102035,5,675,lift.main.ImprovedBrain,144,1
36943,89,95,lift.main.ImprovedBrain,4,1
361249,85,315,lift.main.ImprovedBrain,9,1
1550816,119,565,lift.main.ImprovedBrain,12,1
341184,115,285,lift.main.ImprovedBrain,7,1
7649316,147,1165,lift.main.ImprovedBrain,14,1
1503640,49,875,lift.main.ImprovedBrain,31,1
4222902,109,985,lift.main.ImprovedBrain,17,1
109115,31,285,lift.main.ImprovedBrain,13,1
431971,63,425,lift.main.ImprovedBrain,14,1
9618,59,65,lift.main.ImprovedBrain,5,1
2379264,39,1215,lift.main.ImprovedBrain,44,1
383517,69,385,lift.main.ImprovedBrain,12,1
1426483,105,575,lift.main.ImprovedBrain,11,1
629376,65,485,lift.main.ImprovedBrain,15,1
3349266,163,715,lift.main.ImprovedBrain,10,1
1993963,133,615,lift.main.ImprovedBrain,13,1
363108,73,355,lift.main.ImprovedBrain,11,1
303588,133,245,lift.main.ImprovedBrain,6,1
5878524,145,1025,lift.main.ImprovedBrain,14,1
7358708,161,1065,lift.main.ImprovedBrain,15,1
6576451,101,1265,lift.main.ImprovedBrain,21,1
3702968,105,925,lift.main.ImprovedBrain,17,1
577991,17,915,lift.main.ImprovedBrain,68,1
1224731,95,575,lift.main.ImprovedBrain,16,1
5938347,85,1295,lift.main.ImprovedBrain,26,1
5746271,103,1195,lift.main.ImprovedBrain,24,1
2775222,113,785,lift.main.ImprovedBrain,13,1
3115963,141,725,lift.main.ImprovedBrain,11,1
1309173,35,965,lift.main.ImprovedBrain,41,1
1761501,151,525,lift.main.ImprovedBrain,8,1
1995847,39,1115,lift.main.ImprovedBrain,42,1
5778,97,35,lift.main.ImprovedBrain,3,1
258455,9,805,lift.main.ImprovedBrain,104,1
5103442,123,1015,lift.main.ImprovedBrain,16,1
7407,7,165,lift.main.ImprovedBrain,27,1
950618,25,965,lift.main.ImprovedBrain,51,1
236342,19,545,lift.main.ImprovedBrain,37,1
3024533,75,1015,lift.main.ImprovedBrain,27,1
954274,73,565,lift.main.ImprovedBrain,16,1
525516,77,405,lift.main.ImprovedBrain,13,1
1191167,109,525,lift.main.ImprovedBrain,11,1
61205,67,155,lift.main.ImprovedBrain,5,1
2522045,101,805,lift.main.ImprovedBrain,13,1
3383113,157,725,lift.main.ImprovedBrain,12,1
805273,23,965,lift.main.ImprovedBrain,50,1
520503,89,375,lift.main.ImprovedBrain,10,1
2171416,119,675,lift.main.ImprovedBrain,13,1
1152256,105,525,lift.main.ImprovedBrain,11,1
1163216,17,1295,lift.main.ImprovedBrain,95,1
2593467,43,1225,lift.main.ImprovedBrain,40,1
45101,57,135,lift.main.ImprovedBrain,7,1
1380918,21,1275,lift.main.ImprovedBrain,79,1
612129,25,775,lift.main.ImprovedBrain,39,1
1486444,53,845,lift.main.ImprovedBrain,23,1
19318,101,65,lift.main.ImprovedBrain,3,1
4655028,69,1305,lift.main.ImprovedBrain,31,1
113228,19,375,lift.main.ImprovedBrain,28,1
6497243,143,1075,lift.main.ImprovedBrain,17,1
567043,63,465,lift.main.ImprovedBrain,14,1
1268809,37,915,lift.main.ImprovedBrain,38,1
633741,13,1065,lift.main.ImprovedBrain,99,1
832934,111,445,lift.main.ImprovedBrain,9,1
1527811,45,915,lift.main.ImprovedBrain,32,1
212538,21,495,lift.main.ImprovedBrain,32,1
10646644,163,1295,lift.main.ImprovedBrain,17,1
3256402,71,1055,lift.main.ImprovedBrain,23,1
1158149,39,875,lift.main.ImprovedBrain,37,1
3811069,99,975,lift.main.ImprovedBrain,18,1
2003076,43,1055,lift.main.ImprovedBrain,35,1
80978,13,385,lift.main.ImprovedBrain,48,1
18869,119,55,lift.main.ImprovedBrain,3,1
190724,17,515,lift.main.ImprovedBrain,39,1
1751287,151,555,lift.main.ImprovedBrain,8,1
3385858,75,1085,lift.main.ImprovedBrain,26,1
2351457,119,695,lift.main.ImprovedBrain,12,1
1375991,45,855,lift.main.ImprovedBrain,30,1
578372,21,805,lift.main.ImprovedBrain,51,1
8271843,141,1215,lift.main.ImprovedBrain,15,1
166296,75,235,lift.main.ImprovedBrain,8,1
3313,119,25,lift.main.ImprovedBrain,2,1
985990,23,1035,lift.main.ImprovedBrain,53,1
1454722,153,485,lift.main.ImprovedBrain,12,1
2033123,29,1285,lift.main.ImprovedBrain,55,1
975455,125,455,lift.main.ImprovedBrain,10,1
105128,27,305,lift.main.ImprovedBrain,19,1
3148749,143,755,lift.main.ImprovedBrain,14,1
3926005,125,895,lift.main.ImprovedBrain,15,1
15797,107,55,lift.main.ImprovedBrain,3,1
3904327,157,795,lift.main.ImprovedBrain,11,1
4297939,137,885,lift.main.ImprovedBrain,13,1
4493623,103,1075,lift.main.ImprovedBrain,19,1
145176,55,255,lift.main.ImprovedBrain,9,1
72411,113,115,lift.main.ImprovedBrain,5,1
27874,121,75,lift.main.ImprovedBrain,4,1
1691847,49,915,lift.main.ImprovedBrain,28,1
2220708,111,695,lift.main.ImprovedBrain,14,1
7007599,111,1245,lift.main.ImprovedBrain,23,1
8035826,129,1225,lift.main.ImprovedBrain,22,1
1189808,45,825,lift.main.ImprovedBrain,26,1
229522,47,355,lift.main.ImprovedBrain,12,1
534216,49,515,lift.main.ImprovedBrain,18,1
1683,133,15,lift.main.ImprovedBrain,1,1
1154523,65,665,lift.main.ImprovedBrain,21,1
6252125,151,1015,lift.main.ImprovedBrain,13,1
285348,141,245,lift.main.ImprovedBrain,5,1
506029,139,305,lift.main.ImprovedBrain,6,1
61652,47,185,lift.main.ImprovedBrain,8,1
464277,71,395,lift.main.ImprovedBrain,10,1
404342,43,475,lift.main.ImprovedBrain,16,1
388660,7,1155,lift.main.ImprovedBrain,189,1
5486551,93,1205,lift.main.ImprovedBrain,24,1
7463205,135,1195,lift.main.ImprovedBrain,16,1
1137628,123,475,lift.main.ImprovedBrain,11,1
3266979,139,765,lift.main.ImprovedBrain,13,1
403469,55,425,lift.main.ImprovedBrain,17,1
2120640,45,1095,lift.main.ImprovedBrain,34,1
3785228,65,1205,lift.main.ImprovedBrain,30,1
1782541,35,1135,lift.main.ImprovedBrain,44,1
7350589,119,1245,lift.main.ImprovedBrain,19,1
3133704,61,1135,lift.main.ImprovedBrain,30,1
2558538,127,725,lift.main.ImprovedBrain,13,1
2587770,41,1245,lift.main.ImprovedBrain,42,1
3842587,65,1225,lift.main.ImprovedBrain,27,1
6910754,131,1145,lift.main.ImprovedBrain,15,1
32133,69,105,lift.main.ImprovedBrain,4,1
211447,7,835,lift.main.ImprovedBrain,126,1
107563,113,145,lift.main.ImprovedBrain,5,1
367903,11,895,lift.main.ImprovedBrain,90,1
413376,117,285,lift.main.ImprovedBrain,7,1
322291,23,585,lift.main.ImprovedBrain,35,1
5517,11,115,lift.main.ImprovedBrain,15,1
4737,7,135,lift.main.ImprovedBrain,24,1
7758034,125,1255,lift.main.ImprovedBrain,21,1
771690,75,505,lift.main.ImprovedBrain,15,1
2881636,87,915,lift.main.ImprovedBrain,19,1
5424546,127,1035,lift.main.ImprovedBrain,15,1
2258123,87,805,lift.main.ImprovedBrain,18,1
191047,55,285,lift.main.ImprovedBrain,10,1
2354242,163,585,lift.main.ImprovedBrain,11,1
1628703,47,945,lift.main.ImprovedBrain,28,1
495507,17,835,lift.main.ImprovedBrain,66,1
6768284,151,1075,lift.main.ImprovedBrain,14,1
230620,41,355,lift.main.ImprovedBrain,14,1
714576,47,595,lift.main.ImprovedBrain,23,1
31532,61,105,lift.main.ImprovedBrain,4,1
474517,121,295,lift.main.ImprovedBrain,9,1
3552687,153,775,lift.main.ImprovedBrain,11,1
7036041,141,1125,lift.main.ImprovedBrain,17,1
182923,69,255,lift.main.ImprovedBrain,8,1
1221937,61,695,lift.main.ImprovedBrain,21,1
6704220,149,1075,lift.main.ImprovedBrain,17,1
5119477,135,995,lift.main.ImprovedBrain,17,1
74847,127,115,lift.main.ImprovedBrain,3,1
6823956,101,1305,lift.main.ImprovedBrain,23,1
6848880,127,1195,lift.main.ImprovedBrain,16,1
625216,45,605,lift.main.ImprovedBrain,19,1
581183,89,395,lift.main.ImprovedBrain,9,1
627092,107,385,lift.main.ImprovedBrain,9,1
4277817,65,1285,lift.main.ImprovedBrain,29,1
4593392,139,885,lift.main.ImprovedBrain,15,1
487548,67,445,lift.main.ImprovedBrain,12,1
4037601,105,965,lift.main.ImprovedBrain,17,1
7667426,159,1125,lift.main.ImprovedBrain,18,1
769988,161,345,lift.main.ImprovedBrain,7,1
890209,77,525,lift.main.ImprovedBrain,16,1
973235,107,475,lift.main.ImprovedBrain,12,1
2378360,107,755,lift.main.ImprovedBrain,16,1
1122914,103,505,lift.main.ImprovedBrain,12,1
112967,7,625,lift.main.ImprovedBrain,98,1
8095,7,165,lift.main.ImprovedBrain,40,1
5550297,157,935,lift.main.ImprovedBrain,14,1
5672152,145,985,lift.main.ImprovedBrain,15,1
496139,99,365,lift.main.ImprovedBrain,10,1
900524,13,1285,lift.main.ImprovedBrain,117,1
386343,27,595,lift.main.ImprovedBrain,31,1
540100,77,415,lift.main.ImprovedBrain,13,1
4604194,115,1045,lift.main.ImprovedBrain,19,1
6052895,139,1035,lift.main.ImprovedBrain,14,1
12484,117,45,lift.main.ImprovedBrain,3,1
686854,19,935,lift.main.ImprovedBrain,61,1
373868,29,555,lift.main.ImprovedBrain,26,1
3266811,89,955,lift.main.ImprovedBrain,21,1
3981353,119,905,lift.main.ImprovedBrain,16,1
2496258,167,635,lift.main.ImprovedBrain,11,1
2225999,101,715,lift.main.ImprovedBrain,15,1
4123152,129,875,lift.main.ImprovedBrain,16,1
2282413,127,665,lift.main.ImprovedBrain,12,1
2377526,163,605,lift.main.ImprovedBrain,9,1
957401,35,815,lift.main.ImprovedBrain,35,1
1363787,117,535,lift.main.ImprovedBrain,10,1
8133764,133,1245,lift.main.ImprovedBrain,18,1
941370,15,1245,lift.main.ImprovedBrain,93,1
1862307,43,1025,lift.main.ImprovedBrain,37,1
2874271,79,945,lift.main.ImprovedBrain,23,1
293619,17,655,lift.main.ImprovedBrain,53,1
268938,67,295,lift.main.ImprovedBrain,9,1
8363125,157,1145,lift.main.ImprovedBrain,14,1
6232575,115,1165,lift.main.ImprovedBrain,23,1
100574,119,145,lift.main.ImprovedBrain,5,1
3522394,139,795,lift.main.ImprovedBrain,11,1
5295013,137,1025,lift.main.ImprovedBrain,14,1
817013,65,555,lift.main.ImprovedBrain,15,1
3163453,51,1225,lift.main.ImprovedBrain,39,1
873330,35,785,lift.main.ImprovedBrain,32,1
1954899,149,565,lift.main.ImprovedBrain,8,1
7711198,159,1075,lift.main.ImprovedBrain,14,1
171365,23,425,lift.main.ImprovedBrain,24,1
5510959,113,1095,lift.main.ImprovedBrain,16,1
5980891,107,1185,lift.main.ImprovedBrain,21,1
61928,33,205,lift.main.ImprovedBrain,12,1
140444,69,225,lift.main.ImprovedBrain,8,1
224684,69,275,lift.main.ImprovedBrain,10,1
2261316,63,935,lift.main.ImprovedBrain,23,1
347533,105,285,lift.main.ImprovedBrain,8,1
1360422,57,765,lift.main.ImprovedBrain,19,1
5118073,117,1095,lift.main.ImprovedBrain,18,1
611193,9,1255,lift.main.ImprovedBrain,148,1
1178808,119,495,lift.main.ImprovedBrain,10,1
371706,79,345,lift.main.ImprovedBrain,9,1
2526184,145,665,lift.main.ImprovedBrain,10,1
3472307,115,865,lift.main.ImprovedBrain,15,1
1285175,141,475,lift.main.ImprovedBrain,11,1
1448426,97,615,lift.main.ImprovedBrain,14,1
1407505,27,1115,lift.main.ImprovedBrain,61,1
5208146,89,1185,lift.main.ImprovedBrain,22,1
1910404,29,1285,lift.main.ImprovedBrain,56,1
5276,151,25,lift.main.ImprovedBrain,2,1
5733700,135,1035,lift.main.ImprovedBrain,15,1
2244103,145,625,lift.main.ImprovedBrain,9,1
1207452,63,705,lift.main.ImprovedBrain,22,1
249292,105,245,lift.main.ImprovedBrain,6,1
830564,47,655,lift.main.ImprovedBrain,23,1
61009,17,295,lift.main.ImprovedBrain,29,1
661232,123,355,lift.main.ImprovedBrain,7,1
3424017,69,1125,lift.main.ImprovedBrain,27,1
1777270,63,855,lift.main.ImprovedBrain,24,1
3814162,55,1315,lift.main.ImprovedBrain,35,1
3477357,123,835,lift.main.ImprovedBrain,14,1
188914,105,205,lift.main.ImprovedBrain,6,1
690268,125,365,lift.main.ImprovedBrain,10,1
3465889,59,1235,lift.main.ImprovedBrain,32,1
2863867,53,1185,lift.main.ImprovedBrain,37,1
530666,109,345,lift.main.ImprovedBrain,9,1
9347,159,35,lift.main.ImprovedBrain,2,1
4299,31,55,lift.main.ImprovedBrain,5,1
10727017,161,1305,lift.main.ImprovedBrain,17,1
396032,41,485,lift.main.ImprovedBrain,22,1
1504073,165,475,lift.main.ImprovedBrain,8,1
294904,55,345,lift.main.ImprovedBrain,11,1
18819,43,95,lift.main.ImprovedBrain,6,1
64894,77,145,lift.main.ImprovedBrain,7,1
296826,123,235,lift.main.ImprovedBrain,7,1
13615,77,65,lift.main.ImprovedBrain,5,1
18097,11,205,lift.main.ImprovedBrain,27,1
134518,59,225,lift.main.ImprovedBrain,11,1
25769,137,65,lift.main.ImprovedBrain,3,1
891228,15,1185,lift.main.ImprovedBrain,93,1
5910020,159,965,lift.main.ImprovedBrain,14,1
2980907,163,675,lift.main.ImprovedBrain,9,1
922488,15,1205,lift.main.ImprovedBrain,97,1
1362059,143,485,lift.main.ImprovedBrain,10,1
221486,47,335,lift.main.ImprovedBrain,15,1
1310284,69,695,lift.main.ImprovedBrain,17,1
1772326,57,885,lift.main.ImprovedBrain,22,1
4864844,159,875,lift.main.ImprovedBrain,13,1
1803047,167,515,lift.main.ImprovedBrain,9,1
247188,9,795,lift.main.ImprovedBrain,107,1
85810,9,465,lift.main.ImprovedBrain,65,1
202167,71,255,lift.main.ImprovedBrain,8,1
112645,49,245,lift.main.ImprovedBrain,11,1
111902,21,365,lift.main.ImprovedBrain,26,1
3807,109,25,lift.main.ImprovedBrain,2,1
7631823,125,1255,lift.main.ImprovedBrain,18,1
12492,5,245,lift.main.ImprovedBrain,60,1
11387,121,45,lift.main.ImprovedBrain,2,1
714673,107,425,lift.main.ImprovedBrain,11,1
2214518,73,875,lift.main.ImprovedBrain,21,1
671644,19,945,lift.main.ImprovedBrain,63,1
90984,141,135,lift.main.ImprovedBrain,4,1
82630,13,405,lift.main.ImprovedBrain,42,1
5744445,103,1195,lift.main.ImprovedBrain,21,1
65574,141,105,lift.main.ImprovedBrain,4,1
485737,101,355,lift.main.ImprovedBrain,9,1
396148,45,455,lift.main.ImprovedBrain,17,1
1947547,43,1045,lift.main.ImprovedBrain,38,1
722214,45,635,lift.main.ImprovedBrain,23,1
