Steps,FloorsNum,PeopleNum,Brain,Max people on floor,liftNum
856941,123,405,lift.main.ImprovedBrain,9,1
3604295,77,1065,lift.main.ImprovedBrain,23,1
2699389,43,1245,lift.main.ImprovedBrain,42,1
1181491,35,905,lift.main.ImprovedBrain,36,1
7392022,141,1155,lift.main.ImprovedBrain,19,1
457152,65,415,lift.main.ImprovedBrain,13,1
816796,73,545,lift.main.ImprovedBrain,14,1
11133,137,45,lift.main.ImprovedBrain,3,1
101427,51,205,lift.main.ImprovedBrain,9,1
5715113,121,1105,lift.main.ImprovedBrain,18,1
18948,57,85,lift.main.ImprovedBrain,4,1
5346090,91,1205,lift.main.ImprovedBrain,24,1
1182652,33,925,lift.main.ImprovedBrain,41,1
10283526,159,1275,lift.main.ImprovedBrain,17,1
5075310,155,905,lift.main.ImprovedBrain,13,1
1626100,149,495,lift.main.ImprovedBrain,8,1
912668,23,985,lift.main.ImprovedBrain,60,1
1187721,47,785,lift.main.ImprovedBrain,26,1
8277,113,45,lift.main.ImprovedBrain,3,1
273411,87,285,lift.main.ImprovedBrain,8,1
339622,7,1005,lift.main.ImprovedBrain,166,1
5669456,143,985,lift.main.ImprovedBrain,12,1
6793561,151,1055,lift.main.ImprovedBrain,14,1
523573,63,435,lift.main.ImprovedBrain,13,1
4692054,153,895,lift.main.ImprovedBrain,12,1
25351,11,225,lift.main.ImprovedBrain,32,1
4577407,79,1215,lift.main.ImprovedBrain,22,1
3247298,163,705,lift.main.ImprovedBrain,11,1
16438,13,165,lift.main.ImprovedBrain,20,1
185213,33,385,lift.main.ImprovedBrain,18,1
498779,35,585,lift.main.ImprovedBrain,26,1
522466,107,345,lift.main.ImprovedBrain,10,1
1486511,125,535,lift.main.ImprovedBrain,11,1
228337,97,255,lift.main.ImprovedBrain,9,1
628224,75,445,lift.main.ImprovedBrain,12,1
1931890,69,815,lift.main.ImprovedBrain,19,1
1083202,27,975,lift.main.ImprovedBrain,47,1
88185,135,125,lift.main.ImprovedBrain,4,1
3337415,93,945,lift.main.ImprovedBrain,18,1
2198712,131,665,lift.main.ImprovedBrain,12,1
2326417,81,845,lift.main.ImprovedBrain,19,1
172630,71,235,lift.main.ImprovedBrain,8,1
1629498,71,775,lift.main.ImprovedBrain,20,1
513773,77,415,lift.main.ImprovedBrain,10,1
14614,31,105,lift.main.ImprovedBrain,7,1
5705409,113,1115,lift.main.ImprovedBrain,20,1
2181760,61,935,lift.main.ImprovedBrain,25,1
1290838,143,475,lift.main.ImprovedBrain,11,1
1491705,57,835,lift.main.ImprovedBrain,26,1
264979,17,605,lift.main.ImprovedBrain,51,1
537608,29,685,lift.main.ImprovedBrain,31,1
4236774,121,955,lift.main.ImprovedBrain,15,1
7934564,155,1125,lift.main.ImprovedBrain,15,1
390594,75,345,lift.main.ImprovedBrain,11,1
1934632,105,665,lift.main.ImprovedBrain,16,1
409044,37,515,lift.main.ImprovedBrain,22,1
240358,33,425,lift.main.ImprovedBrain,20,1
2636489,71,955,lift.main.ImprovedBrain,23,1
8765589,143,1245,lift.main.ImprovedBrain,19,1
502065,61,445,lift.main.ImprovedBrain,16,1
664669,151,325,lift.main.ImprovedBrain,6,1
3518465,127,825,lift.main.ImprovedBrain,14,1
53005,13,315,lift.main.ImprovedBrain,31,1
489214,7,1205,lift.main.ImprovedBrain,182,1
880842,69,555,lift.main.ImprovedBrain,17,1
2290,5,95,lift.main.ImprovedBrain,25,1
81347,41,215,lift.main.ImprovedBrain,13,1
6805563,129,1165,lift.main.ImprovedBrain,18,1
3326335,157,735,lift.main.ImprovedBrain,11,1
2012067,31,1275,lift.main.ImprovedBrain,51,1
1212,45,25,lift.main.ImprovedBrain,3,1
2896106,151,695,lift.main.ImprovedBrain,12,1
1099202,15,1315,lift.main.ImprovedBrain,99,1
46505,39,165,lift.main.ImprovedBrain,8,1
3979993,71,1185,lift.main.ImprovedBrain,31,1
1289576,149,455,lift.main.ImprovedBrain,9,1
1186464,115,505,lift.main.ImprovedBrain,9,1
2430577,67,965,lift.main.ImprovedBrain,22,1
1070818,35,885,lift.main.ImprovedBrain,40,1
704010,29,765,lift.main.ImprovedBrain,38,1
284629,83,285,lift.main.ImprovedBrain,8,1
4256326,63,1295,lift.main.ImprovedBrain,31,1
151198,15,495,lift.main.ImprovedBrain,45,1
3164763,59,1155,lift.main.ImprovedBrain,32,1
3200918,97,895,lift.main.ImprovedBrain,15,1
2585754,47,1155,lift.main.ImprovedBrain,38,1
5912844,93,1275,lift.main.ImprovedBrain,26,1
145245,155,155,lift.main.ImprovedBrain,5,1
2935439,125,765,lift.main.ImprovedBrain,14,1
1294855,153,465,lift.main.ImprovedBrain,7,1
5902504,113,1135,lift.main.ImprovedBrain,19,1
4039232,133,855,lift.main.ImprovedBrain,16,1
665736,9,1265,lift.main.ImprovedBrain,155,1
109678,51,235,lift.main.ImprovedBrain,11,1
2038594,73,825,lift.main.ImprovedBrain,19,1
61802,99,125,lift.main.ImprovedBrain,4,1
484734,93,345,lift.main.ImprovedBrain,9,1
2573893,65,985,lift.main.ImprovedBrain,28,1
2563113,43,1195,lift.main.ImprovedBrain,42,1
30922,51,125,lift.main.ImprovedBrain,6,1
856875,91,495,lift.main.ImprovedBrain,11,1
1398966,159,465,lift.main.ImprovedBrain,8,1
329778,43,435,lift.main.ImprovedBrain,17,1
1869034,149,555,lift.main.ImprovedBrain,8,1
489973,161,265,lift.main.ImprovedBrain,6,1
2330103,43,1135,lift.main.ImprovedBrain,39,1
4718445,87,1165,lift.main.ImprovedBrain,26,1
25772,143,65,lift.main.ImprovedBrain,3,1
373163,17,735,lift.main.ImprovedBrain,56,1
236713,15,595,lift.main.ImprovedBrain,57,1
2476,145,15,lift.main.ImprovedBrain,1,1
21532,73,85,lift.main.ImprovedBrain,5,1
982517,53,685,lift.main.ImprovedBrain,24,1
852816,25,915,lift.main.ImprovedBrain,53,1
51196,21,245,lift.main.ImprovedBrain,16,1
2403457,115,735,lift.main.ImprovedBrain,11,1
64991,67,155,lift.main.ImprovedBrain,6,1
1127703,77,605,lift.main.ImprovedBrain,14,1
5536367,87,1255,lift.main.ImprovedBrain,24,1
786453,83,485,lift.main.ImprovedBrain,14,1
4354357,137,905,lift.main.ImprovedBrain,13,1
496963,157,275,lift.main.ImprovedBrain,7,1
633019,27,755,lift.main.ImprovedBrain,38,1
696849,161,325,lift.main.ImprovedBrain,6,1
3779798,133,855,lift.main.ImprovedBrain,16,1
1563835,155,505,lift.main.ImprovedBrain,9,1
1016959,35,825,lift.main.ImprovedBrain,39,1
597404,37,615,lift.main.ImprovedBrain,27,1
6420436,123,1135,lift.main.ImprovedBrain,21,1
189153,9,665,lift.main.ImprovedBrain,85,1
144874,59,245,lift.main.ImprovedBrain,8,1
2210440,57,975,lift.main.ImprovedBrain,27,1
5306204,79,1315,lift.main.ImprovedBrain,26,1
622240,111,365,lift.main.ImprovedBrain,8,1
5568959,107,1135,lift.main.ImprovedBrain,19,1
1006535,151,405,lift.main.ImprovedBrain,8,1
2570728,163,625,lift.main.ImprovedBrain,9,1
21792,51,95,lift.main.ImprovedBrain,6,1
7718464,121,1285,lift.main.ImprovedBrain,20,1
964902,17,1145,lift.main.ImprovedBrain,83,1
5943472,137,1055,lift.main.ImprovedBrain,16,1
36283,87,95,lift.main.ImprovedBrain,4,1
1139841,99,535,lift.main.ImprovedBrain,11,1
66694,45,185,lift.main.ImprovedBrain,9,1
94730,17,355,lift.main.ImprovedBrain,31,1
2055838,93,735,lift.main.ImprovedBrain,16,1
361780,63,375,lift.main.ImprovedBrain,13,1
10580,125,35,lift.main.ImprovedBrain,3,1
6473174,123,1155,lift.main.ImprovedBrain,16,1
4581885,101,1095,lift.main.ImprovedBrain,20,1
1125543,19,1195,lift.main.ImprovedBrain,78,1
198951,79,235,lift.main.ImprovedBrain,9,1
1010883,21,1045,lift.main.ImprovedBrain,62,1
363787,71,345,lift.main.ImprovedBrain,14,1
18964,31,125,lift.main.ImprovedBrain,8,1
105734,5,625,lift.main.ImprovedBrain,133,1
1979433,79,805,lift.main.ImprovedBrain,22,1
1280,13,45,lift.main.ImprovedBrain,7,1
98783,103,155,lift.main.ImprovedBrain,5,1
4116892,153,845,lift.main.ImprovedBrain,12,1
3085132,113,825,lift.main.ImprovedBrain,13,1
3559535,117,875,lift.main.ImprovedBrain,14,1
76160,33,245,lift.main.ImprovedBrain,16,1
110375,143,135,lift.main.ImprovedBrain,4,1
3325036,77,1025,lift.main.ImprovedBrain,26,1
31230,137,75,lift.main.ImprovedBrain,3,1
9115699,131,1315,lift.main.ImprovedBrain,22,1
1552834,99,605,lift.main.ImprovedBrain,11,1
1432342,163,465,lift.main.ImprovedBrain,10,1
209078,39,365,lift.main.ImprovedBrain,19,1
6287662,161,1015,lift.main.ImprovedBrain,14,1
378,97,5,lift.main.ImprovedBrain,1,1
1401208,103,585,lift.main.ImprovedBrain,15,1
65295,33,215,lift.main.ImprovedBrain,11,1
3227253,83,995,lift.main.ImprovedBrain,21,1
911,55,15,lift.main.ImprovedBrain,2,1
1094974,45,775,lift.main.ImprovedBrain,28,1
6238906,135,1115,lift.main.ImprovedBrain,16,1
86101,109,145,lift.main.ImprovedBrain,5,1
352917,49,415,lift.main.ImprovedBrain,17,1
3911651,91,1025,lift.main.ImprovedBrain,20,1
5523341,113,1125,lift.main.ImprovedBrain,18,1
217072,25,455,lift.main.ImprovedBrain,30,1
7177,35,65,lift.main.ImprovedBrain,6,1
1059505,29,965,lift.main.ImprovedBrain,42,1
580567,73,465,lift.main.ImprovedBrain,13,1
7536784,135,1175,lift.main.ImprovedBrain,16,1
6042360,135,1065,lift.main.ImprovedBrain,19,1
2243494,61,965,lift.main.ImprovedBrain,27,1
1078164,15,1305,lift.main.ImprovedBrain,101,1
6886732,161,1055,lift.main.ImprovedBrain,16,1
2311397,127,665,lift.main.ImprovedBrain,10,1
167040,165,155,lift.main.ImprovedBrain,4,1
8076369,157,1125,lift.main.ImprovedBrain,16,1
2165381,95,755,lift.main.ImprovedBrain,16,1
652689,65,485,lift.main.ImprovedBrain,12,1
7271089,129,1185,lift.main.ImprovedBrain,18,1
68047,87,135,lift.main.ImprovedBrain,5,1
61886,87,135,lift.main.ImprovedBrain,5,1
35455,121,85,lift.main.ImprovedBrain,3,1
4203668,161,795,lift.main.ImprovedBrain,10,1
4852343,135,955,lift.main.ImprovedBrain,16,1
878089,125,405,lift.main.ImprovedBrain,8,1
908493,161,375,lift.main.ImprovedBrain,7,1
2177149,135,645,lift.main.ImprovedBrain,13,1
586178,125,345,lift.main.ImprovedBrain,7,1
1029689,31,895,lift.main.ImprovedBrain,43,1
1610256,37,1035,lift.main.ImprovedBrain,41,1
1869155,75,785,lift.main.ImprovedBrain,19,1
6978931,151,1085,lift.main.ImprovedBrain,16,1
4562023,105,1045,lift.main.ImprovedBrain,16,1
1232739,91,595,lift.main.ImprovedBrain,16,1
722412,45,615,lift.main.ImprovedBrain,22,1
1595626,93,645,lift.main.ImprovedBrain,15,1
824591,127,405,lift.main.ImprovedBrain,8,1
3143512,145,755,lift.main.ImprovedBrain,11,1
248535,11,705,lift.main.ImprovedBrain,71,1
4407061,95,1045,lift.main.ImprovedBrain,18,1
975227,25,955,lift.main.ImprovedBrain,45,1
6286657,163,985,lift.main.ImprovedBrain,13,1
4959195,107,1095,lift.main.ImprovedBrain,19,1
59252,133,95,lift.main.ImprovedBrain,3,1
2549011,73,965,lift.main.ImprovedBrain,23,1
5783404,101,1185,lift.main.ImprovedBrain,20,1
1612784,29,1165,lift.main.ImprovedBrain,55,1
2067938,65,885,lift.main.ImprovedBrain,24,1
1980140,75,815,lift.main.ImprovedBrain,20,1
79135,37,225,lift.main.ImprovedBrain,10,1
1470315,73,725,lift.main.ImprovedBrain,18,1
5244707,133,955,lift.main.ImprovedBrain,15,1
74071,115,125,lift.main.ImprovedBrain,4,1
259,61,5,lift.main.ImprovedBrain,1,1
899933,29,845,lift.main.ImprovedBrain,41,1
1296899,57,755,lift.main.ImprovedBrain,24,1
1268830,27,1065,lift.main.ImprovedBrain,55,1
214869,11,665,lift.main.ImprovedBrain,73,1
1706066,117,595,lift.main.ImprovedBrain,10,1
77269,49,195,lift.main.ImprovedBrain,11,1
418726,125,285,lift.main.ImprovedBrain,6,1
888826,165,375,lift.main.ImprovedBrain,9,1
856310,161,375,lift.main.ImprovedBrain,6,1
1978127,47,1015,lift.main.ImprovedBrain,29,1
2150219,57,955,lift.main.ImprovedBrain,28,1
2137522,93,775,lift.main.ImprovedBrain,20,1
333739,95,275,lift.main.ImprovedBrain,8,1
4358843,141,885,lift.main.ImprovedBrain,14,1
97850,7,545,lift.main.ImprovedBrain,88,1
5520850,115,1085,lift.main.ImprovedBrain,16,1
342606,137,235,lift.main.ImprovedBrain,6,1
2769717,85,875,lift.main.ImprovedBrain,19,1
3674024,117,875,lift.main.ImprovedBrain,15,1
531351,43,545,lift.main.ImprovedBrain,24,1
843002,111,435,lift.main.ImprovedBrain,10,1
996642,93,515,lift.main.ImprovedBrain,11,1
8795936,143,1255,lift.main.ImprovedBrain,20,1
381429,51,415,lift.main.ImprovedBrain,17,1
6363939,133,1095,lift.main.ImprovedBrain,16,1
242,107,5,lift.main.ImprovedBrain,1,1
254505,23,525,lift.main.ImprovedBrain,32,1
2501303,49,1125,lift.main.ImprovedBrain,34,1
6493255,139,1085,lift.main.ImprovedBrain,15,1
1181350,53,745,lift.main.ImprovedBrain,22,1
519,119,5,lift.main.ImprovedBrain,1,1
10787305,167,1275,lift.main.ImprovedBrain,16,1
1133428,27,1005,lift.main.ImprovedBrain,48,1
2868732,121,765,lift.main.ImprovedBrain,14,1
1594062,25,1275,lift.main.ImprovedBrain,63,1
8915,15,115,lift.main.ImprovedBrain,12,1
6447367,105,1195,lift.main.ImprovedBrain,20,1
4476819,145,855,lift.main.ImprovedBrain,15,1
804141,109,435,lift.main.ImprovedBrain,9,1
1414330,77,655,lift.main.ImprovedBrain,15,1
65198,5,515,lift.main.ImprovedBrain,117,1
560224,23,765,lift.main.ImprovedBrain,45,1
3586931,137,815,lift.main.ImprovedBrain,15,1
217356,9,735,lift.main.ImprovedBrain,91,1
2476238,155,635,lift.main.ImprovedBrain,12,1
1596223,149,505,lift.main.ImprovedBrain,8,1
2493641,161,615,lift.main.ImprovedBrain,10,1
800252,75,515,lift.main.ImprovedBrain,14,1
981306,157,385,lift.main.ImprovedBrain,8,1
1690254,155,505,lift.main.ImprovedBrain,9,1
1317299,111,535,lift.main.ImprovedBrain,11,1
2325435,165,595,lift.main.ImprovedBrain,10,1
1580840,41,1005,lift.main.ImprovedBrain,35,1
3495107,121,845,lift.main.ImprovedBrain,14,1
545,101,5,lift.main.ImprovedBrain,1,1
658646,95,425,lift.main.ImprovedBrain,11,1
4526099,103,1045,lift.main.ImprovedBrain,17,1
1290232,19,1285,lift.main.ImprovedBrain,89,1
393513,19,675,lift.main.ImprovedBrain,51,1
212498,89,245,lift.main.ImprovedBrain,9,1
359074,5,1165,lift.main.ImprovedBrain,247,1
2237485,117,685,lift.main.ImprovedBrain,15,1
928900,93,495,lift.main.ImprovedBrain,13,1
2436171,161,605,lift.main.ImprovedBrain,10,1
827195,27,865,lift.main.ImprovedBrain,46,1
532,151,5,lift.main.ImprovedBrain,1,1
2922,7,95,lift.main.ImprovedBrain,19,1
6871852,135,1125,lift.main.ImprovedBrain,17,1
7365516,155,1095,lift.main.ImprovedBrain,14,1
2314,11,65,lift.main.ImprovedBrain,10,1
265072,89,275,lift.main.ImprovedBrain,7,1
2953736,135,725,lift.main.ImprovedBrain,13,1
1277080,35,955,lift.main.ImprovedBrain,39,1
14986,31,105,lift.main.ImprovedBrain,9,1
10153,41,75,lift.main.ImprovedBrain,5,1
2397729,77,875,lift.main.ImprovedBrain,19,1
3439838,151,745,lift.main.ImprovedBrain,14,1
725077,73,495,lift.main.ImprovedBrain,12,1
341529,75,315,lift.main.ImprovedBrain,10,1
1573811,59,815,lift.main.ImprovedBrain,20,1
419990,17,745,lift.main.ImprovedBrain,60,1
3673963,101,945,lift.main.ImprovedBrain,16,1
1634568,159,495,lift.main.ImprovedBrain,7,1
2736447,149,695,lift.main.ImprovedBrain,11,1
1073036,21,1135,lift.main.ImprovedBrain,71,1
971,165,5,lift.main.ImprovedBrain,1,1
11545,13,135,lift.main.ImprovedBrain,14,1
159895,141,165,lift.main.ImprovedBrain,5,1
1989806,35,1185,lift.main.ImprovedBrain,46,1
7859217,159,1115,lift.main.ImprovedBrain,16,1
2074134,51,1015,lift.main.ImprovedBrain,32,1
132924,33,305,lift.main.ImprovedBrain,16,1
46756,143,85,lift.main.ImprovedBrain,3,1
4748011,73,1275,lift.main.ImprovedBrain,28,1
3834575,151,795,lift.main.ImprovedBrain,10,1
367648,85,345,lift.main.ImprovedBrain,11,1
1506333,59,775,lift.main.ImprovedBrain,21,1
1312937,39,905,lift.main.ImprovedBrain,31,1
2710447,89,875,lift.main.ImprovedBrain,19,1
7246,21,85,lift.main.ImprovedBrain,10,1
840587,71,535,lift.main.ImprovedBrain,15,1
2693206,49,1175,lift.main.ImprovedBrain,35,1
3373830,57,1195,lift.main.ImprovedBrain,29,1
3992239,79,1135,lift.main.ImprovedBrain,23,1
9835,163,35,lift.main.ImprovedBrain,3,1
379421,5,1195,lift.main.ImprovedBrain,246,1
2958768,167,685,lift.main.ImprovedBrain,11,1
8812886,135,1285,lift.main.ImprovedBrain,18,1
1740427,73,775,lift.main.ImprovedBrain,17,1
3971746,67,1255,lift.main.ImprovedBrain,31,1
5074726,163,905,lift.main.ImprovedBrain,14,1
2652332,65,1025,lift.main.ImprovedBrain,25,1
1394045,59,745,lift.main.ImprovedBrain,19,1
581823,135,315,lift.main.ImprovedBrain,7,1
9138203,153,1235,lift.main.ImprovedBrain,20,1
573998,69,445,lift.main.ImprovedBrain,12,1
471230,11,985,lift.main.ImprovedBrain,107,1
2658756,79,915,lift.main.ImprovedBrain,20,1
5389602,125,1055,lift.main.ImprovedBrain,16,1
642562,23,825,lift.main.ImprovedBrain,48,1
6483119,133,1115,lift.main.ImprovedBrain,14,1
1294380,41,875,lift.main.ImprovedBrain,29,1
7631959,133,1205,lift.main.ImprovedBrain,18,1
316969,69,325,lift.main.ImprovedBrain,11,1
827481,117,415,lift.main.ImprovedBrain,9,1
109247,131,145,lift.main.ImprovedBrain,5,1
146614,7,655,lift.main.ImprovedBrain,105,1
3137234,45,1315,lift.main.ImprovedBrain,41,1
1239167,21,1195,lift.main.ImprovedBrain,76,1
485025,91,345,lift.main.ImprovedBrain,11,1
17154,105,55,lift.main.ImprovedBrain,3,1
399676,107,305,lift.main.ImprovedBrain,7,1
3958879,127,885,lift.main.ImprovedBrain,17,1
1081578,31,915,lift.main.ImprovedBrain,41,1
797175,15,1125,lift.main.ImprovedBrain,98,1
2279584,61,945,lift.main.ImprovedBrain,25,1
300176,137,235,lift.main.ImprovedBrain,6,1
156485,153,155,lift.main.ImprovedBrain,4,1
6187212,99,1235,lift.main.ImprovedBrain,24,1
961531,27,915,lift.main.ImprovedBrain,46,1
6098,19,85,lift.main.ImprovedBrain,12,1
5619123,147,985,lift.main.ImprovedBrain,15,1
61066,75,135,lift.main.ImprovedBrain,6,1
2210354,59,975,lift.main.ImprovedBrain,24,1
2241671,47,1105,lift.main.ImprovedBrain,34,1
16236,49,95,lift.main.ImprovedBrain,5,1
206948,161,175,lift.main.ImprovedBrain,6,1
3729,119,25,lift.main.ImprovedBrain,2,1
8791405,141,1245,lift.main.ImprovedBrain,18,1
4011014,159,795,lift.main.ImprovedBrain,12,1
276708,15,665,lift.main.ImprovedBrain,53,1
45634,133,95,lift.main.ImprovedBrain,4,1
6041064,165,965,lift.main.ImprovedBrain,14,1
755600,107,415,lift.main.ImprovedBrain,10,1
7158620,123,1225,lift.main.ImprovedBrain,20,1
3312566,75,1055,lift.main.ImprovedBrain,22,1
673665,119,385,lift.main.ImprovedBrain,10,1
1141639,39,865,lift.main.ImprovedBrain,37,1
1145931,109,515,lift.main.ImprovedBrain,11,1
7194015,121,1195,lift.main.ImprovedBrain,19,1
9698830,153,1285,lift.main.ImprovedBrain,18,1
1365424,21,1235,lift.main.ImprovedBrain,73,1
3278349,125,805,lift.main.ImprovedBrain,13,1
2010504,29,1305,lift.main.ImprovedBrain,54,1
33962,21,195,lift.main.ImprovedBrain,17,1
825,165,5,lift.main.ImprovedBrain,1,1
81523,105,135,lift.main.ImprovedBrain,5,1
7714967,135,1215,lift.main.ImprovedBrain,16,1
2955584,167,675,lift.main.ImprovedBrain,11,1
1109640,39,825,lift.main.ImprovedBrain,29,1
6447287,101,1285,lift.main.ImprovedBrain,20,1
550787,47,535,lift.main.ImprovedBrain,18,1
1645496,31,1145,lift.main.ImprovedBrain,47,1
708273,57,555,lift.main.ImprovedBrain,20,1
2391402,113,735,lift.main.ImprovedBrain,11,1
1957815,75,825,lift.main.ImprovedBrain,19,1
20804,61,95,lift.main.ImprovedBrain,4,1
4039628,133,865,lift.main.ImprovedBrain,13,1
48034,43,165,lift.main.ImprovedBrain,8,1
4757,93,35,lift.main.ImprovedBrain,2,1
5196278,139,965,lift.main.ImprovedBrain,17,1
7446181,117,1285,lift.main.ImprovedBrain,19,1
137906,53,255,lift.main.ImprovedBrain,11,1
799194,43,705,lift.main.ImprovedBrain,23,1
1891586,39,1085,lift.main.ImprovedBrain,40,1
1482210,101,595,lift.main.ImprovedBrain,13,1
18816,11,195,lift.main.ImprovedBrain,25,1
133464,13,495,lift.main.ImprovedBrain,52,1
318456,89,295,lift.main.ImprovedBrain,8,1
74245,5,535,lift.main.ImprovedBrain,112,1
5985248,121,1135,lift.main.ImprovedBrain,18,1
1870163,61,855,lift.main.ImprovedBrain,21,1
399842,87,345,lift.main.ImprovedBrain,9,1
318035,29,505,lift.main.ImprovedBrain,29,1
3417316,129,815,lift.main.ImprovedBrain,12,1
5480246,163,925,lift.main.ImprovedBrain,13,1
491260,125,305,lift.main.ImprovedBrain,8,1
4807855,123,975,lift.main.ImprovedBrain,14,1
561006,77,415,lift.main.ImprovedBrain,9,1
2701179,71,985,lift.main.ImprovedBrain,26,1
1101396,93,555,lift.main.ImprovedBrain,13,1
29529,83,95,lift.main.ImprovedBrain,4,1
52414,99,115,lift.main.ImprovedBrain,4,1
1393057,161,465,lift.main.ImprovedBrain,9,1
1252779,121,505,lift.main.ImprovedBrain,12,1
4938209,123,985,lift.main.ImprovedBrain,16,1
5105063,107,1105,lift.main.ImprovedBrain,19,1
3156,49,35,lift.main.ImprovedBrain,3,1
452871,59,435,lift.main.ImprovedBrain,14,1
255464,9,805,lift.main.ImprovedBrain,97,1
2248891,129,655,lift.main.ImprovedBrain,13,1
3898749,87,1065,lift.main.ImprovedBrain,23,1
5148,143,25,lift.main.ImprovedBrain,3,1
117392,127,145,lift.main.ImprovedBrain,5,1
660274,29,735,lift.main.ImprovedBrain,40,1
3901329,121,925,lift.main.ImprovedBrain,13,1
796204,167,345,lift.main.ImprovedBrain,6,1
2547333,71,945,lift.main.ImprovedBrain,21,1
386370,123,275,lift.main.ImprovedBrain,8,1
958291,23,1005,lift.main.ImprovedBrain,61,1
4161128,111,985,lift.main.ImprovedBrain,20,1
668060,19,935,lift.main.ImprovedBrain,60,1
20426,167,45,lift.main.ImprovedBrain,2,1
3118930,55,1195,lift.main.ImprovedBrain,34,1
290211,7,935,lift.main.ImprovedBrain,151,1
3282389,99,895,lift.main.ImprovedBrain,18,1
4655025,155,885,lift.main.ImprovedBrain,14,1
152199,13,515,lift.main.ImprovedBrain,52,1
2584933,73,925,lift.main.ImprovedBrain,26,1
1113615,43,815,lift.main.ImprovedBrain,29,1
1378669,137,495,lift.main.ImprovedBrain,9,1
1528224,39,985,lift.main.ImprovedBrain,38,1
483458,47,505,lift.main.ImprovedBrain,16,1
2140801,65,915,lift.main.ImprovedBrain,24,1
4065421,65,1245,lift.main.ImprovedBrain,30,1
5134706,161,885,lift.main.ImprovedBrain,15,1
821241,83,495,lift.main.ImprovedBrain,11,1
1803169,113,625,lift.main.ImprovedBrain,17,1
1315836,133,515,lift.main.ImprovedBrain,10,1
6249436,159,1005,lift.main.ImprovedBrain,13,1
44896,13,275,lift.main.ImprovedBrain,29,1
1715841,35,1085,lift.main.ImprovedBrain,44,1
9080032,165,1165,lift.main.ImprovedBrain,14,1
103322,63,195,lift.main.ImprovedBrain,8,1
608628,63,495,lift.main.ImprovedBrain,16,1
492816,7,1225,lift.main.ImprovedBrain,200,1
454534,11,975,lift.main.ImprovedBrain,98,1
4776604,107,1055,lift.main.ImprovedBrain,18,1
674,59,15,lift.main.ImprovedBrain,1,1
2406071,41,1215,lift.main.ImprovedBrain,38,1
5276745,129,1005,lift.main.ImprovedBrain,17,1
162920,13,545,lift.main.ImprovedBrain,54,1
4861895,157,885,lift.main.ImprovedBrain,15,1
3639473,63,1165,lift.main.ImprovedBrain,27,1
704460,97,435,lift.main.ImprovedBrain,12,1
8461835,127,1295,lift.main.ImprovedBrain,19,1
418496,111,305,lift.main.ImprovedBrain,7,1
864398,17,1105,lift.main.ImprovedBrain,85,1
1295629,161,445,lift.main.ImprovedBrain,8,1
1244332,165,445,lift.main.ImprovedBrain,8,1
3157190,51,1275,lift.main.ImprovedBrain,38,1
845958,147,385,lift.main.ImprovedBrain,8,1
130865,25,365,lift.main.ImprovedBrain,25,1
1762180,85,715,lift.main.ImprovedBrain,17,1
1783339,81,765,lift.main.ImprovedBrain,17,1
5079367,143,935,lift.main.ImprovedBrain,14,1
193069,27,405,lift.main.ImprovedBrain,20,1
139965,151,145,lift.main.ImprovedBrain,4,1
96784,149,125,lift.main.ImprovedBrain,4,1
867724,27,865,lift.main.ImprovedBrain,43,1
7200558,113,1275,lift.main.ImprovedBrain,23,1
3169123,125,795,lift.main.ImprovedBrain,15,1
408448,167,255,lift.main.ImprovedBrain,6,1
17761,71,75,lift.main.ImprovedBrain,4,1
6841330,113,1265,lift.main.ImprovedBrain,18,1
303333,79,315,lift.main.ImprovedBrain,9,1
3709931,97,975,lift.main.ImprovedBrain,15,1
34761,87,95,lift.main.ImprovedBrain,4,1
3527,5,115,lift.main.ImprovedBrain,29,1
447,33,15,lift.main.ImprovedBrain,2,1
275395,27,495,lift.main.ImprovedBrain,30,1
39087,85,95,lift.main.ImprovedBrain,4,1
4675935,101,1085,lift.main.ImprovedBrain,21,1
78432,39,225,lift.main.ImprovedBrain,13,1
1036738,17,1185,lift.main.ImprovedBrain,88,1
125175,27,355,lift.main.ImprovedBrain,20,1
5512351,149,955,lift.main.ImprovedBrain,15,1
482899,97,335,lift.main.ImprovedBrain,8,1
1782,15,55,lift.main.ImprovedBrain,7,1
3795931,159,805,lift.main.ImprovedBrain,16,1
6936851,163,1055,lift.main.ImprovedBrain,14,1
96995,121,135,lift.main.ImprovedBrain,4,1
184913,149,185,lift.main.ImprovedBrain,4,1
1135813,93,565,lift.main.ImprovedBrain,11,1
5405189,157,935,lift.main.ImprovedBrain,14,1
832616,21,975,lift.main.ImprovedBrain,55,1
1045665,29,915,lift.main.ImprovedBrain,44,1
1454550,111,575,lift.main.ImprovedBrain,10,1
280306,163,215,lift.main.ImprovedBrain,5,1
2107938,157,565,lift.main.ImprovedBrain,10,1
698369,133,355,lift.main.ImprovedBrain,8,1
248240,5,955,lift.main.ImprovedBrain,216,1
1499864,85,665,lift.main.ImprovedBrain,16,1
3571392,155,755,lift.main.ImprovedBrain,12,1
4579978,109,1035,lift.main.ImprovedBrain,22,1
62284,17,275,lift.main.ImprovedBrain,33,1
1120579,47,785,lift.main.ImprovedBrain,24,1
241765,67,275,lift.main.ImprovedBrain,12,1
1697325,93,665,lift.main.ImprovedBrain,15,1
285391,99,275,lift.main.ImprovedBrain,8,1
